[2025-07-20 15:31:25] ============================================================
[2025-07-20 15:31:25] INACTIVE PLAYER IMAGE CLEANUP
[2025-07-20 15:31:25] ============================================================
[2025-07-20 15:31:25] 
1. Scanning player images...
[2025-07-20 15:31:25] Found 0 images in american_football
[2025-07-20 15:31:25] Found 0 images in australian_football
[2025-07-20 15:31:25] Found 1395 images in baseball
[2025-07-20 15:31:25] Found 937 images in basketball
[2025-07-20 15:31:25] Found 22 images in darts
[2025-07-20 15:31:25] Found 0 images in golf
[2025-07-20 15:31:25] Found 1335 images in ice_hockey
[2025-07-20 15:31:25] Found 1960 images in mma
[2025-07-20 15:31:25] Found 23 images in motorsport
[2025-07-20 15:31:25] Found 6419 images in soccer
[2025-07-20 15:31:25] Found 45 images in tennis
[2025-07-20 15:31:25] 
2. Processing each sport...
[2025-07-20 15:31:25] 
==================================================
[2025-07-20 15:31:25] CLEANING SPORT: baseball
[2025-07-20 15:31:25] ==================================================
[2025-07-20 15:31:25] ⚠️  BASEBALL player data not available in API-Sports
[2025-07-20 15:31:55] 🗑️  Deleted: junior_messias.png (junior_messias)
[2025-07-20 15:31:55] 🗑️  Deleted: koni_de_winter.png (koni_de_winter)
[2025-07-20 15:31:55] 🗑️  Deleted: k_strootman.png (k_strootman)
[2025-07-20 15:31:55] 🗑️  Deleted: l_czyborra.png (l_czyborra)
[2025-07-20 15:31:55] 🗑️  Deleted: l_kasa.png (l_kasa)
[2025-07-20 15:31:55] 🗑️  Deleted: mario_balotelli.png (mario_balotelli)
[2025-07-20 15:31:55] 🗑️  Deleted: mattia_bani.png (mattia_bani)
[2025-07-20 15:31:55] 🗑️  Deleted: maxwel_cornet.png (maxwel_cornet)
[2025-07-20 15:31:55] 🗑️  Deleted: milan_badelj.png (milan_badelj)
[2025-07-20 15:31:55] 🗑️  Deleted: morten_thorsby.png (morten_thorsby)
[2025-07-20 15:31:55] 🗑️  Deleted: morten_wetche_frendrup.png (morten_wetche_frendrup)
[2025-07-20 15:31:55] 🗑️  Deleted: m_aramu.png (m_aramu)
[2025-07-20 15:31:55] 🗑️  Deleted: m_badelj.png (m_badelj)
[2025-07-20 15:31:55] 🗑️  Deleted: m_balotelli.png (m_balotelli)
[2025-07-20 15:31:55] 🗑️  Deleted: m_barbini.png (m_barbini)
[2025-07-20 15:31:55] 🗑️  Deleted: m_coda.png (m_coda)
[2025-07-20 15:31:55] 🗑️  Deleted: m_pajač.png (m_pajač)
[2025-07-20 15:31:55] 🗑️  Deleted: m_portanova.png (m_portanova)
[2025-07-20 15:31:55] 🗑️  Deleted: nicola_leali.png (nicola_leali)
[2025-07-20 15:31:55] 🗑️  Deleted: patrick_vieira.png (patrick_vieira)
[2025-07-20 15:31:55] 🗑️  Deleted: pierluigi_gollini.png (pierluigi_gollini)
[2025-07-20 15:31:55] 🗑️  Deleted: p_gozzi.png (p_gozzi)
[2025-07-20 15:31:55] 🗑️  Deleted: ruslan_malinovskyi.png (ruslan_malinovskyi)
[2025-07-20 15:31:55] 🗑️  Deleted: stefano_sabelli.png (stefano_sabelli)
[2025-07-20 15:31:55] 🗑️  Deleted: s_fini.png (s_fini)
[2025-07-20 15:31:55] 🗑️  Deleted: t_pittino.png (t_pittino)
[2025-07-20 15:31:55] 🗑️  Deleted: vítor_oliveira.png (vítor_oliveira)
[2025-07-20 15:31:55] 🗑️  Deleted: allan-romeo_nyom.png (allan-romeo_nyom)
[2025-07-20 15:31:55] 🗑️  Deleted: a_lozano.png (a_lozano)
[2025-07-20 15:31:55] 🗑️  Deleted: bertuğ_yıldırım.png (bertuğ_yıldırım)
[2025-07-20 15:31:55] 🗑️  Deleted: borja_mayoral.png (borja_mayoral)
[2025-07-20 15:31:55] 🗑️  Deleted: carles_pérez.png (carles_pérez)
[2025-07-20 15:31:55] 🗑️  Deleted: chrisantus_uche.png (chrisantus_uche)
[2025-07-20 15:31:55] 🗑️  Deleted: daniel_fuzato.png (daniel_fuzato)
[2025-07-20 15:31:55] 🗑️  Deleted: david_soria.png (david_soria)
[2025-07-20 15:31:55] 🗑️  Deleted: diego_lopez.png (diego_lopez)
[2025-07-20 15:31:55] 🗑️  Deleted: diego_rico.png (diego_rico)
[2025-07-20 15:31:55] 🗑️  Deleted: djené.png (djené)
[2025-07-20 15:31:55] 🗑️  Deleted: domingos_duarte.png (domingos_duarte)
[2025-07-20 15:31:55] 🗑️  Deleted: facu_esnáider.png (facu_esnáider)
[2025-07-20 15:31:55] 🗑️  Deleted: ismael.png (ismael)
[2025-07-20 15:31:55] 🗑️  Deleted: i_moriba.png (i_moriba)
[2025-07-20 15:31:55] 🗑️  Deleted: jaime_mata.png (jaime_mata)
[2025-07-20 15:31:55] 🗑️  Deleted: jeremy_jorge.png (jeremy_jorge)
[2025-07-20 15:31:55] 🗑️  Deleted: jiří_letáček.png (jiří_letáček)
[2025-07-20 15:31:55] 🗑️  Deleted: josé_ángel_carmona.png (josé_ángel_carmona)
[2025-07-20 15:31:55] 🗑️  Deleted: juanmi.png (juanmi)
[2025-07-20 15:31:55] 🗑️  Deleted: juan_bernat.png (juan_bernat)
[2025-07-20 15:31:55] 🗑️  Deleted: juan_berrocal.png (juan_berrocal)
[2025-07-20 15:31:55] 🗑️  Deleted: juan_iglesias.png (juan_iglesias)
[2025-07-20 15:31:55] 🗑️  Deleted: j_silva.png (j_silva)
[2025-07-20 15:31:55] 🗑️  Deleted: keita.png (keita)
[2025-07-20 15:31:55] 🗑️  Deleted: lee_sangmin.png (lee_sangmin)
[2025-07-20 15:31:55] 🗑️  Deleted: luis_milla.png (luis_milla)
[2025-07-20 15:31:55] 🗑️  Deleted: mauro_arambarri.png (mauro_arambarri)
[2025-07-20 15:31:55] 🗑️  Deleted: m_greenwood.png (m_greenwood)
[2025-07-20 15:31:55] 🗑️  Deleted: n_maksimović.png (n_maksimović)
[2025-07-20 15:31:55] 🗑️  Deleted: omar_alderete.png (omar_alderete)
[2025-07-20 15:31:55] 🗑️  Deleted: oscar_rodríguez.png (oscar_rodríguez)
[2025-07-20 15:31:55] 🗑️  Deleted: pepe_bordalás.png (pepe_bordalás)
[2025-07-20 15:31:55] 🗑️  Deleted: peter.png (peter)
[2025-07-20 15:31:55] 🗑️  Deleted: ramon_terrats.png (ramon_terrats)
[2025-07-20 15:31:55] 🗑️  Deleted: santi_garcía.png (santi_garcía)
[2025-07-20 15:31:55] 🗑️  Deleted: sergio_gimeno.png (sergio_gimeno)
[2025-07-20 15:31:55] 🗑️  Deleted: s_abdulai.png (s_abdulai)
[2025-07-20 15:31:55] 🗑️  Deleted: yassin_tallal.png (yassin_tallal)
[2025-07-20 15:31:55] 🗑️  Deleted: yellu.png (yellu)
[2025-07-20 15:31:55] 🗑️  Deleted: álex_sola.png (álex_sola)
[2025-07-20 15:31:55] 🗑️  Deleted: álvaro_rodríguez.png (álvaro_rodríguez)
[2025-07-20 15:31:55] 🗑️  Deleted: abel_ruiz.png (abel_ruiz)
[2025-07-20 15:31:55] 🗑️  Deleted: aleix_garcía.png (aleix_garcía)
[2025-07-20 15:31:55] 🗑️  Deleted: alejandro_francés.png (alejandro_francés)
[2025-07-20 15:31:55] 🗑️  Deleted: alex_almansa.png (alex_almansa)
[2025-07-20 15:31:55] 🗑️  Deleted: antonino.png (antonino)
[2025-07-20 15:31:55] 🗑️  Deleted: arnaut_danjuma.png (arnaut_danjuma)
[2025-07-20 15:31:55] 🗑️  Deleted: arnau_martínez.png (arnau_martínez)
[2025-07-20 15:31:55] 🗑️  Deleted: arnau_ortiz.png (arnau_ortiz)
[2025-07-20 15:31:55] 🗑️  Deleted: arthur_melo.png (arthur_melo)
[2025-07-20 15:31:55] 🗑️  Deleted: a_dovbyk.png (a_dovbyk)
[2025-07-20 15:31:55] 🗑️  Deleted: bojan_miovski.png (bojan_miovski)
[2025-07-20 15:31:55] 🗑️  Deleted: borja_garcía.png (borja_garcía)
[2025-07-20 15:31:55] 🗑️  Deleted: bryan_gil.png (bryan_gil)
[2025-07-20 15:31:55] 🗑️  Deleted: carles_garrido.png (carles_garrido)
[2025-07-20 15:31:55] 🗑️  Deleted: christian_stuani.png (christian_stuani)
[2025-07-20 15:31:55] 🗑️  Deleted: daley_blind.png (daley_blind)
[2025-07-20 15:31:55] 🗑️  Deleted: david_lópez.png (david_lópez)
[2025-07-20 15:31:55] 🗑️  Deleted: donny_van_de_beek.png (donny_van_de_beek)
[2025-07-20 15:31:55] 🗑️  Deleted: eric_garcía.png (eric_garcía)
[2025-07-20 15:31:55] 🗑️  Deleted: gabriel_misehouy.png (gabriel_misehouy)
[2025-07-20 15:31:55] 🗑️  Deleted: iker_garcia.png (iker_garcia)
[2025-07-20 15:31:55] 🗑️  Deleted: iván_martín.png (iván_martín)
[2025-07-20 15:31:55] 🗑️  Deleted: i_chaira.png (i_chaira)
[2025-07-20 15:31:55] 🗑️  Deleted: i_kebe.png (i_kebe)
[2025-07-20 15:31:55] 🗑️  Deleted: jhon_solís.png (jhon_solís)
[2025-07-20 15:31:55] 🗑️  Deleted: juanpe.png (juanpe)
[2025-07-20 15:31:55] 🗑️  Deleted: juan_carlos.png (juan_carlos)
[2025-07-20 15:31:55] 🗑️  Deleted: j_arango.png (j_arango)
[2025-07-20 15:31:55] 🗑️  Deleted: ladislav_krejčí.png (ladislav_krejčí)
[2025-07-20 15:31:55] 🗑️  Deleted: miguel_gutiérrez.png (miguel_gutiérrez)
[2025-07-20 15:31:55] 🗑️  Deleted: míchel.png (míchel)
[2025-07-20 15:31:55] 🗑️  Deleted: oriol_romeu.png (oriol_romeu)
[2025-07-20 15:31:55] 🗑️  Deleted: oscar_ureña.png (oscar_ureña)
[2025-07-20 15:31:55] 🗑️  Deleted: pablo_torre.png (pablo_torre)
[2025-07-20 15:31:55] 🗑️  Deleted: paulo_gazzaniga.png (paulo_gazzaniga)
[2025-07-20 15:31:55] 🗑️  Deleted: pau_lopez.png (pau_lopez)
[2025-07-20 15:31:55] 🗑️  Deleted: pau_lópez.png (pau_lópez)
[2025-07-20 15:31:55] 🗑️  Deleted: portu.png (portu)
[2025-07-20 15:31:55] 🗑️  Deleted: sávio.png (sávio)
[2025-07-20 15:31:55] 🗑️  Deleted: toni_fuidias.png (toni_fuidias)
[2025-07-20 15:31:55] 🗑️  Deleted: viktor_tsygankov.png (viktor_tsygankov)
[2025-07-20 15:31:55] 🗑️  Deleted: yangel_herrera.png (yangel_herrera)
[2025-07-20 15:31:55] 🗑️  Deleted: yan_couto.png (yan_couto)
[2025-07-20 15:31:55] 🗑️  Deleted: yáser_asprilla.png (yáser_asprilla)
[2025-07-20 15:31:55] 🗑️  Deleted: b_sané.png (b_sané)
[2025-07-20 15:31:55] 🗑️  Deleted: c_menacho.png (c_menacho)
[2025-07-20 15:31:55] 🗑️  Deleted: eder.png (eder)
[2025-07-20 15:31:55] 🗑️  Deleted: f_bugeja.png (f_bugeja)
[2025-07-20 15:31:55] 🗑️  Deleted: g_mangion.png (g_mangion)
[2025-07-20 15:31:55] 🗑️  Deleted: g_vella.png (g_vella)
[2025-07-20 15:31:55] 🗑️  Deleted: h_sani.png (h_sani)
[2025-07-20 15:31:55] 🗑️  Deleted: j_corbalan.png (j_corbalan)
[2025-07-20 15:31:55] 🗑️  Deleted: j_mbong.png (j_mbong)
[2025-07-20 15:31:55] 🗑️  Deleted: k_amoustapha.png (k_amoustapha)
[2025-07-20 15:31:55] 🗑️  Deleted: l_montebello.png (l_montebello)
[2025-07-20 15:31:55] 🗑️  Deleted: marcelo.png (marcelo)
[2025-07-20 15:31:55] 🗑️  Deleted: m_debono.png (m_debono)
[2025-07-20 15:31:55] 🗑️  Deleted: m_mifsud.png (m_mifsud)
[2025-07-20 15:31:55] 🗑️  Deleted: n_grech.png (n_grech)
[2025-07-20 15:31:55] 🗑️  Deleted: o_bjeličić.png (o_bjeličić)
[2025-07-20 15:31:55] 🗑️  Deleted: raphael.png (raphael)
[2025-07-20 15:31:55] 🗑️  Deleted: s_agius.png (s_agius)
[2025-07-20 15:31:55] 🗑️  Deleted: s_attard.png (s_attard)
[2025-07-20 15:31:55] 🗑️  Deleted: z_azzopardi.png (z_azzopardi)
[2025-07-20 15:31:55] 🗑️  Deleted: a_halme.png (a_halme)
[2025-07-20 15:31:55] 🗑️  Deleted: a_hellemaa.png (a_hellemaa)
[2025-07-20 15:31:55] 🗑️  Deleted: a_olusanya.png (a_olusanya)
[2025-07-20 15:31:55] 🗑️  Deleted: a_ring.png (a_ring)
[2025-07-20 15:31:55] 🗑️  Deleted: a_soiniemi.png (a_soiniemi)
[2025-07-20 15:31:55] 🗑️  Deleted: f_etu.png (f_etu)
[2025-07-20 15:31:55] 🗑️  Deleted: h_sarpei.png (h_sarpei)
[2025-07-20 15:31:55] 🗑️  Deleted: j_tynkkynen.png (j_tynkkynen)
[2025-07-20 15:31:55] 🗑️  Deleted: k_hardén.png (k_hardén)
[2025-07-20 15:31:55] 🗑️  Deleted: k_kouassivibenissan.png (k_kouassivibenissan)
[2025-07-20 15:31:55] 🗑️  Deleted: k_meriluoto.png (k_meriluoto)
[2025-07-20 15:31:55] 🗑️  Deleted: k_palumets.png (k_palumets)
[2025-07-20 15:31:55] 🗑️  Deleted: l_erwin.png (l_erwin)
[2025-07-20 15:31:55] 🗑️  Deleted: m_hyvonen.png (m_hyvonen)
[2025-07-20 15:31:55] 🗑️  Deleted: m_ritari.png (m_ritari)
[2025-07-20 15:31:55] 🗑️  Deleted: p_mentu.png (p_mentu)
[2025-07-20 15:31:55] 🗑️  Deleted: p_raitanen.png (p_raitanen)
[2025-07-20 15:31:55] 🗑️  Deleted: t_mero.png (t_mero)
[2025-07-20 15:31:55] 🗑️  Deleted: t_ollila.png (t_ollila)
[2025-07-20 15:31:55] 🗑️  Deleted: v_vuorinen.png (v_vuorinen)
[2025-07-20 15:31:55] 🗑️  Deleted: adam_hložek.png (adam_hložek)
[2025-07-20 15:31:55] 🗑️  Deleted: alexander_prass.png (alexander_prass)
[2025-07-20 15:31:55] 🗑️  Deleted: andrej_kramarić.png (andrej_kramarić)
[2025-07-20 15:31:55] 🗑️  Deleted: anton_stach.png (anton_stach)
[2025-07-20 15:31:55] 🗑️  Deleted: arthur_chaves.png (arthur_chaves)
[2025-07-20 15:31:55] 🗑️  Deleted: bazoumana_touré.png (bazoumana_touré)
[2025-07-20 15:31:55] 🗑️  Deleted: christian_ilzer.png (christian_ilzer)
[2025-07-20 15:31:55] 🗑️  Deleted: christopher_lenz.png (christopher_lenz)
[2025-07-20 15:31:55] 🗑️  Deleted: david_jurásek.png (david_jurásek)
[2025-07-20 15:31:55] 🗑️  Deleted: dennis_geiger.png (dennis_geiger)
[2025-07-20 15:31:55] 🗑️  Deleted: diadie_samassékou.png (diadie_samassékou)
[2025-07-20 15:31:55] 🗑️  Deleted: erencan_yardımcı.png (erencan_yardımcı)
[2025-07-20 15:31:55] 🗑️  Deleted: finn_becker.png (finn_becker)
[2025-07-20 15:31:55] 🗑️  Deleted: gift_orban.png (gift_orban)
[2025-07-20 15:31:55] 🗑️  Deleted: grischa_prömel.png (grischa_prömel)
[2025-07-20 15:31:55] 🗑️  Deleted: haris_tabaković.png (haris_tabaković)
[2025-07-20 15:31:55] 🗑️  Deleted: ihlas_bebou.png (ihlas_bebou)
[2025-07-20 15:31:55] 🗑️  Deleted: jakob_busk.png (jakob_busk)
[2025-07-20 15:31:55] 🗑️  Deleted: kevin_akpoguma.png (kevin_akpoguma)
[2025-07-20 15:31:55] 🗑️  Deleted: leo_østigård.png (leo_østigård)
[2025-07-20 15:31:55] 🗑️  Deleted: luca_philipp.png (luca_philipp)
[2025-07-20 15:31:55] 🗑️  Deleted: lúkas_petersson.png (lúkas_petersson)
[2025-07-20 15:31:55] 🗑️  Deleted: marius_bülter.png (marius_bülter)
[2025-07-20 15:31:55] 🗑️  Deleted: max_moerstedt.png (max_moerstedt)
[2025-07-20 15:31:55] 🗑️  Deleted: oliver_baumann.png (oliver_baumann)
[2025-07-20 15:31:55] 🗑️  Deleted: ozan_kabak.png (ozan_kabak)
[2025-07-20 15:31:55] 🗑️  Deleted: pavel_kadeřábek.png (pavel_kadeřábek)
[2025-07-20 15:31:55] 🗑️  Deleted: robin_hranáč.png (robin_hranáč)
[2025-07-20 15:31:55] 🗑️  Deleted: stanley_nsoki.png (stanley_nsoki)
[2025-07-20 15:31:55] 🗑️  Deleted: tom_bischof.png (tom_bischof)
[2025-07-20 15:31:55] 🗑️  Deleted: umut_tohumcu.png (umut_tohumcu)
[2025-07-20 15:31:55] 🗑️  Deleted: valentin_gendrey.png (valentin_gendrey)
[2025-07-20 15:31:55] 🗑️  Deleted: alexander_bernhardsson.png (alexander_bernhardsson)
[2025-07-20 15:31:55] 🗑️  Deleted: andu_kelati.png (andu_kelati)
[2025-07-20 15:31:55] 🗑️  Deleted: armin_gigovic.png (armin_gigovic)
[2025-07-20 15:31:55] 🗑️  Deleted: a_bernhardsson.png (a_bernhardsson)
[2025-07-20 15:31:55] 🗑️  Deleted: benedikt_pichler.png (benedikt_pichler)
[2025-07-20 15:31:55] 🗑️  Deleted: b_pichler.png (b_pichler)
[2025-07-20 15:31:55] 🗑️  Deleted: b_simakala.png (b_simakala)
[2025-07-20 15:31:55] 🗑️  Deleted: carl_johansson.png (carl_johansson)
[2025-07-20 15:31:55] 🗑️  Deleted: colin_kleine-bekel.png (colin_kleine-bekel)
[2025-07-20 15:31:55] 🗑️  Deleted: c_kleinebekel.png (c_kleinebekel)
[2025-07-20 15:31:55] 🗑️  Deleted: david_zec.png (david_zec)
[2025-07-20 15:31:55] 🗑️  Deleted: dominik_javorček.png (dominik_javorček)
[2025-07-20 15:31:55] 🗑️  Deleted: d_javorček.png (d_javorček)
[2025-07-20 15:31:55] 🗑️  Deleted: finn-dominik_porath.png (finn-dominik_porath)
[2025-07-20 15:31:55] 🗑️  Deleted: ivan_nekić.png (ivan_nekić)
[2025-07-20 15:31:55] 🗑️  Deleted: jann-fiete_arp.png (jann-fiete_arp)
[2025-07-20 15:31:55] 🗑️  Deleted: john_tolkin.png (john_tolkin)
[2025-07-20 15:31:55] 🗑️  Deleted: j_arp.png (j_arp)
[2025-07-20 15:31:55] 🗑️  Deleted: j_sterner.png (j_sterner)
[2025-07-20 15:31:55] 🗑️  Deleted: j_therkelsen.png (j_therkelsen)
[2025-07-20 15:31:55] 🗑️  Deleted: k_okyere_wriedt.png (k_okyere_wriedt)
[2025-07-20 15:31:55] 🗑️  Deleted: lasse_rosenboom.png (lasse_rosenboom)
[2025-07-20 15:31:55] 🗑️  Deleted: lewis_holtby.png (lewis_holtby)
[2025-07-20 15:31:55] 🗑️  Deleted: lio_mark_rothenhagen.png (lio_mark_rothenhagen)
[2025-07-20 15:31:55] 🗑️  Deleted: l_holtby.png (l_holtby)
[2025-07-20 15:31:55] 🗑️  Deleted: magnus_knudsen.png (magnus_knudsen)
[2025-07-20 15:31:55] 🗑️  Deleted: marcel_engelhardt.png (marcel_engelhardt)
[2025-07-20 15:31:55] 🗑️  Deleted: marcel_rapp.png (marcel_rapp)
[2025-07-20 15:31:55] 🗑️  Deleted: marco_komenda.png (marco_komenda)
[2025-07-20 15:31:55] 🗑️  Deleted: marko_ivezić.png (marko_ivezić)
[2025-07-20 15:31:55] 🗑️  Deleted: marvin_schulz.png (marvin_schulz)
[2025-07-20 15:31:55] 🗑️  Deleted: max_geschwill.png (max_geschwill)
[2025-07-20 15:31:55] 🗑️  Deleted: m_cvjetinović.png (m_cvjetinović)
[2025-07-20 15:31:55] 🗑️  Deleted: m_schulz.png (m_schulz)
[2025-07-20 15:31:55] 🗑️  Deleted: nicolai_remberg.png (nicolai_remberg)
[2025-07-20 15:31:55] 🗑️  Deleted: n_oberbeck.png (n_oberbeck)
[2025-07-20 15:31:55] 🗑️  Deleted: n_remberg.png (n_remberg)
[2025-07-20 15:31:55] 🗑️  Deleted: patrick_erras.png (patrick_erras)
[2025-07-20 15:31:55] 🗑️  Deleted: phil_harres.png (phil_harres)
[2025-07-20 15:31:55] 🗑️  Deleted: p_harres.png (p_harres)
[2025-07-20 15:31:55] 🗑️  Deleted: shuto_machino.png (shuto_machino)
[2025-07-20 15:31:55] 🗑️  Deleted: steven_skrzybski.png (steven_skrzybski)
[2025-07-20 15:31:55] 🗑️  Deleted: s_skrzybski.png (s_skrzybski)
[2025-07-20 15:31:55] 🗑️  Deleted: thomas_dähne.png (thomas_dähne)
[2025-07-20 15:31:55] 🗑️  Deleted: timon_weiner.png (timon_weiner)
[2025-07-20 15:31:55] 🗑️  Deleted: timo_becker.png (timo_becker)
[2025-07-20 15:31:55] 🗑️  Deleted: t_becker.png (t_becker)
[2025-07-20 15:31:55] 🗑️  Deleted: t_doğan.png (t_doğan)
[2025-07-20 15:31:55] 🗑️  Deleted: t_dähne.png (t_dähne)
[2025-07-20 15:31:55] 🗑️  Deleted: adalberto_carrasquilla.png (adalberto_carrasquilla)
[2025-07-20 15:31:55] 🗑️  Deleted: aliyu_ibrahim.png (aliyu_ibrahim)
[2025-07-20 15:31:55] 🗑️  Deleted: amine_bassi.png (amine_bassi)
[2025-07-20 15:31:55] 🗑️  Deleted: andrew_tarbell.png (andrew_tarbell)
[2025-07-20 15:31:55] 🗑️  Deleted: artur.png (artur)
[2025-07-20 15:31:55] 🗑️  Deleted: ben_olsen.png (ben_olsen)
[2025-07-20 15:31:55] 🗑️  Deleted: brad_smith.png (brad_smith)
[2025-07-20 15:31:55] 🗑️  Deleted: brooklyn_raines.png (brooklyn_raines)
[2025-07-20 15:31:55] 🗑️  Deleted: carlos_vidal.png (carlos_vidal)
[2025-07-20 15:31:55] 🗑️  Deleted: daniel_steres.png (daniel_steres)
[2025-07-20 15:31:55] 🗑️  Deleted: erik_sviatchenko.png (erik_sviatchenko)
[2025-07-20 15:31:55] 🗑️  Deleted: ethan_bartlow.png (ethan_bartlow)
[2025-07-20 15:31:55] 🗑️  Deleted: ezequiel_ponce.png (ezequiel_ponce)
[2025-07-20 15:31:55] 🗑️  Deleted: franco_escobar.png (franco_escobar)
[2025-07-20 15:31:55] 🗑️  Deleted: gabriel_segal.png (gabriel_segal)
[2025-07-20 15:31:55] 🗑️  Deleted: griffin_dorsey.png (griffin_dorsey)
[2025-07-20 15:31:55] 🗑️  Deleted: hector_herrera.png (hector_herrera)
[2025-07-20 15:31:55] 🗑️  Deleted: jack_mcglynn.png (jack_mcglynn)
[2025-07-20 15:31:55] 🗑️  Deleted: jonathan_bond.png (jonathan_bond)
[2025-07-20 15:31:55] 🗑️  Deleted: ján_greguš.png (ján_greguš)
[2025-07-20 15:31:55] 🗑️  Deleted: latif_blessing.png (latif_blessing)
[2025-07-20 15:31:55] 🗑️  Deleted: luís_mosquera.png (luís_mosquera)
[2025-07-20 15:31:55] 🗑️  Deleted: micael_dos_santos_silva.png (micael_dos_santos_silva)
[2025-07-20 15:31:55] 🗑️  Deleted: nelson_quiñónes.png (nelson_quiñónes)
[2025-07-20 15:31:55] 🗑️  Deleted: ondřej_lingr.png (ondřej_lingr)
[2025-07-20 15:31:55] 🗑️  Deleted: sebastian_kowalczyk.png (sebastian_kowalczyk)
[2025-07-20 15:31:55] 🗑️  Deleted: steve_clark.png (steve_clark)
[2025-07-20 15:31:55] 🗑️  Deleted: tate_schmitt.png (tate_schmitt)
[2025-07-20 15:31:55] 🗑️  Deleted: a_silvestro.png (a_silvestro)
[2025-07-20 15:31:55] 🗑️  Deleted: a_taho.png (a_taho)
[2025-07-20 15:31:55] 🗑️  Deleted: c_alexiou.png (c_alexiou)
[2025-07-20 15:31:55] 🗑️  Deleted: d_quieto.png (d_quieto)
[2025-07-20 15:31:55] 🗑️  Deleted: d_zárate.png (d_zárate)
[2025-07-20 15:31:55] 🗑️  Deleted: f_carboni.png (f_carboni)
[2025-07-20 15:31:55] 🗑️  Deleted: f_stanković.png (f_stanković)
[2025-07-20 15:31:55] 🗑️  Deleted: f_stante.png (f_stante)
[2025-07-20 15:31:55] 🗑️  Deleted: g_oristanio.png (g_oristanio)
[2025-07-20 15:31:55] 🗑️  Deleted: jacopo_gianelli.png (jacopo_gianelli)
[2025-07-20 15:31:55] 🗑️  Deleted: j_correa.png (j_correa)
[2025-07-20 15:31:55] 🗑️  Deleted: l_topalović.png (l_topalović)
[2025-07-20 15:31:55] 🗑️  Deleted: matteo_motta.png (matteo_motta)
[2025-07-20 15:31:55] 🗑️  Deleted: mike_aidoo.png (mike_aidoo)
[2025-07-20 15:31:55] 🗑️  Deleted: m_arnautović.png (m_arnautović)
[2025-07-20 15:31:55] 🗑️  Deleted: m_spinaccè.png (m_spinaccè)
[2025-07-20 15:31:55] 🗑️  Deleted: m_zanchetta.png (m_zanchetta)
[2025-07-20 15:31:55] 🗑️  Deleted: m_zanotti.png (m_zanotti)
[2025-07-20 15:31:55] 🗑️  Deleted: simone_inzaghi.png (simone_inzaghi)
[2025-07-20 15:31:55] 🗑️  Deleted: s_esposito.png (s_esposito)
[2025-07-20 15:31:55] 🗑️  Deleted: z_vanheusden.png (z_vanheusden)
[2025-07-20 15:31:55] 🗑️  Deleted: benjamin_cremaschi.png (benjamin_cremaschi)
[2025-07-20 15:31:55] 🗑️  Deleted: david_martínez.png (david_martínez)
[2025-07-20 15:31:55] 🗑️  Deleted: david_ruiz.png (david_ruiz)
[2025-07-20 15:31:55] 🗑️  Deleted: drake_callender.png (drake_callender)
[2025-07-20 15:31:55] 🗑️  Deleted: facundo_farías.png (facundo_farías)
[2025-07-20 15:31:55] 🗑️  Deleted: federico_redondo.png (federico_redondo)
[2025-07-20 15:31:55] 🗑️  Deleted: felipe_valencia.png (felipe_valencia)
[2025-07-20 15:31:55] 🗑️  Deleted: gonzalo_luján.png (gonzalo_luján)
[2025-07-20 15:31:55] 🗑️  Deleted: ian_fray.png (ian_fray)
[2025-07-20 15:31:55] 🗑️  Deleted: javier_mascherano.png (javier_mascherano)
[2025-07-20 15:31:55] 🗑️  Deleted: jordi_alba.png (jordi_alba)
[2025-07-20 15:31:55] 🗑️  Deleted: julian_gressel.png (julian_gressel)
[2025-07-20 15:31:55] 🗑️  Deleted: lawson_sunderland.png (lawson_sunderland)
[2025-07-20 15:31:55] 🗑️  Deleted: leo_afonso.png (leo_afonso)
[2025-07-20 15:31:55] 🗑️  Deleted: lionel_messi.png (lionel_messi)
[2025-07-20 15:31:55] 🗑️  Deleted: luis_suarez.png (luis_suarez)
[2025-07-20 15:31:55] 🗑️  Deleted: marcelo_weigandt.png (marcelo_weigandt)
[2025-07-20 15:31:55] 🗑️  Deleted: matías_rojas.png (matías_rojas)
[2025-07-20 15:31:55] 🗑️  Deleted: noah_allen.png (noah_allen)
[2025-07-20 15:31:55] 🗑️  Deleted: oscar_ustari.png (oscar_ustari)
[2025-07-20 15:31:55] 🗑️  Deleted: robbie_robinson.png (robbie_robinson)
[2025-07-20 15:31:55] 🗑️  Deleted: robert_taylor.png (robert_taylor)
[2025-07-20 15:31:55] 🗑️  Deleted: rocco_ríos_novo.png (rocco_ríos_novo)
[2025-07-20 15:31:55] 🗑️  Deleted: ryan_sailor.png (ryan_sailor)
[2025-07-20 15:31:55] 🗑️  Deleted: sergi_busquets.png (sergi_busquets)
[2025-07-20 15:31:55] 🗑️  Deleted: serhiy_kryvtsov.png (serhiy_kryvtsov)
[2025-07-20 15:31:55] 🗑️  Deleted: tadeo_allende.png (tadeo_allende)
[2025-07-20 15:31:55] 🗑️  Deleted: telasco_segovia.png (telasco_segovia)
[2025-07-20 15:31:55] 🗑️  Deleted: tomás_avilés.png (tomás_avilés)
[2025-07-20 15:31:55] 🗑️  Deleted: yannick_bright.png (yannick_bright)
[2025-07-20 15:31:55] 🗑️  Deleted: alessandro_bastoni.png (alessandro_bastoni)
